,restaurant_name,restaurant_location,menu_item_price mean_non_zero,menu_item_price median_non_zero,menu_item_price std_non_zero,restaurant_rating mean,menu_item count,number_of_ratings first,specialty_item,combo,cheeseburger,hamburger,fries,restaurant_rating first,state,zip,county_name
1422,Burger King,"2379 noblestown road, pittsburgh, pa, 15205, us",6.158072289156628,6.1,3.0890886314716735,4.0,83,56,7.35,10.05,2.69,4.29,4.05,,pa,15205,Allegheny
1423,McDonald,"rt 420 &amp; 13, prospect park, pa, 19076, us",6.022083333333337,3.84,4.6712838877253215,4.6,142,2,6.39,11.89,3.19,2.75,4.23,,pa,19076,Delaware
1424,McDonald,"york crossing dr, west manchester, pa, 17408, us",6.97809917355372,4.29,6.343215066399242,4.2,143,700+,6.99,11.99,3.49,3.29,4.99,,pa,17408,York
1425,Jack in the Box,"10004 telephone rd, houston, tx, 77075, us",7.440198675496681,6.92,3.4903411606147725,4.5,151,370+,6.29,10.81,3.39,3.01,4.52,,tx,77075,Harris
1426,Jack in the Box,"8497 s sam, houston, tx, 77075, us",7.388993288590595,6.67,3.5053705191413105,4.2,149,370+,6.29,10.81,3.39,3.01,4.52,,tx,77075,Harris
1427,Sonic,"11390 monroe blvd, houston, tx, 77075, us",4.9215789473684195,4.01,2.990938531029832,4.5,88,380+,8.77,0.0,4.01,,0.0,,tx,77075,Harris
1428,Jack in the Box,"1001 south fwy, fort worth, tx, 76104, us",6.8328104575163495,6.24,3.350543894490899,4.4,153,500+,4.99,9.98,3.24,2.86,3.36,,tx,76104,Tarrant
1429,Jack in the Box,"515 s henderson st, fort worth, tx, 76104, us",6.812012987012996,6.24,3.3460118497298588,4.4,154,1,4.99,9.85,3.24,2.86,3.36,,tx,76104,Tarrant
1430,Jack in the Box,"10014 s memorial dr e, tulsa, ok, 74133, us",6.932565789473693,6.24,3.3175237469325243,4.2,152,250+,4.99,9.98,3.36,2.99,3.99,,ok,74133,Tulsa
1431,Jack in the Box,"10630 parallel parkway, kansas city, ks, 66109, us",7.007384615384624,6.24,3.548542616092534,4.1,130,160+,5.49,10.85,3.49,3.11,3.61,,ks,66109,Wyandotte
1432,Jack in the Box,"10700 dixie highway, louisville, ky, 40272, us",6.9857142857142955,6.485,3.291086188376069,3.7,126,220+,4.99,9.98,3.49,3.11,4.11,,ky,40272,Jefferson
1433,Jack in the Box,"10730 s tryon st, charlotte, nc, 28273, us",7.284935897435876,6.61,3.50401957771629,4.3,312,800+,5.86,11.23,3.74,3.49,4.11,,nc,28273,Mecklenburg
1434,Jack in the Box,"337 westinghouse blvd, charlotte, nc, 28273, us",7.236898734177216,6.550000000000001,3.507523902477943,4.3,158,260+,5.86,11.23,3.74,3.49,4.11,,nc,28273,Mecklenburg
1435,Wendy,"7900 arrowridge road, charlotte, nc, 28273, us",5.10326923076923,4.38,2.690100599458522,,87,900+,6.7,0.0,2.43,2.06,0.0,4.0,nc,28273,Mecklenburg
1436,Jack in the Box,"10861 e 41st st, tulsa, ok, 74146, us",6.979480519480529,6.24,3.3352557471610997,4.1,154,1,4.99,9.98,3.36,2.99,3.99,,ok,74146,Tulsa
1437,Wendy,"10152 east 31st south, tulsa, ok, 74146, us",5.634528301886789,4.87,2.90416068870212,,344,420+,6.94,0.0,2.79,2.43,0.0,4.3,ok,74146,Tulsa
1438,Jack in the Box,"1106 n pleasantburg dr, greenville, sc, 29607, us",7.112129032258049,6.49,3.4048885135643276,4.1,310,500+,5.86,11.23,3.74,3.49,4.11,,sc,29607,Greenville
1439,Wendy,"943 n. pleasantburg dr., greenville, sc, 29607, us",5.162745098039216,4.38,2.791573509781748,,85,360+,6.45,0.0,2.18,1.82,0.0,4.2,sc,29607,Greenville
1440,Burger King,"332 s. pleasantburg dr., greenville, sc, 29607, us",7.431199999999998,5.97,6.2552904456947465,4.5,75,120+,7.06,12.31,2.18,3.65,2.67,,sc,29607,Greenville
1441,Five Guys,"586 haywood road, greenville, sc, 29607, us",7.599655172413793,7.07,3.1370648292891405,4.6,29,1,12.59,,9.71,8.63,7.07,,sc,29607,Greenville
1442,Hardees,"1213 woodruff rd, greenville, sc, 29607, us",5.726521739130432,3.62,5.0059995385499345,4.32680412371134,97,120+,7.61,0.0,5.19,,2.89,,sc,29607,Greenville
1443,Jack in the Box,"11432 district drive, south jordan, ut, 84095, us",7.26345070422536,6.245,3.4947528163762804,4.0,142,120+,4.61,10.73,3.11,2.99,4.49,,ut,84095,Salt Lake
1444,Jack in the Box,"1151 airport blvd, austin, tx, 78702, us",8.584805194805195,7.86,4.048827667551615,4.4,154,1,6.24,12.35,4.11,3.74,5.36,,tx,78702,Travis
1445,Wendy,"619 n ih 35, austin, tx, 78702, us",5.854150943396224,4.87,2.8612969970833118,,88,2,6.94,0.0,3.16,2.79,0.0,4.4,tx,78702,Travis
1446,Jack in the Box,"1257 park st, alameda, ca, 94501, us",9.793223684210508,8.55,5.395558675767469,4.5,152,900+,13.73,,5.24,6.86,,,ca,94501,Alameda
1447,Jack in the Box,"1826 webster st, alameda, ca, 94501, us",9.807430555555547,8.49,5.48128960729739,4.4,144,1,13.73,,5.24,6.86,,,ca,94501,Alameda
1448,Carls Jr,"871 marina village pkwy, alameda, ca, 94501, us",8.092933333333336,6.6,4.2416816707003795,4.700000000000001,109,400+,9.89,0.0,6.39,,5.19,,ca,94501,Alameda
1449,The Habit,"2640 5th st, alameda, ca, 94501, us",11.68556962025317,8.99,10.918339321357083,4.4,79,1,9.74,18.24,8.61,7.49,4.74,,ca,94501,Alameda
1450,Jack in the Box,"1315 n main st, vidor, tx, 77662, us",7.331428571428577,6.25,3.5449320746283868,4.5,154,96,4.99,10.23,3.24,2.86,4.36,,tx,77662,Orange
1451,Wendy,"915 north main street, vidor, tx, 77662, us",5.592777777777777,4.87,2.7679323856189164,,87,18,6.94,0.0,3.04,2.67,0.0,3.9,tx,77662,Orange
1452,Burger King,"605 north main street, vidor, tx, 77662, us",7.489574468085112,6.4399999999999995,5.625479254267959,4.3,94,99,6.89,11.89,2.39,3.39,3.39,,tx,77662,Orange
1453,Jack in the Box,"1343 s pleasantburg dr, greenville, sc, 29605, us",8.360534351145041,7.36,5.097616912612335,3.9,131,600+,11.23,,4.11,5.86,,,sc,29605,Greenville
1454,Wendy,"30 henrydale avenue, greenville, sc, 29605, us",5.2762745098039225,4.5,2.8123585529812374,,85,380+,6.94,0.0,2.31,1.7,0.0,4.3,sc,29605,Greenville
1455,Hardees,"451 mills ave, greenville, sc, 29605, us",5.726521739130432,3.62,5.0059995385499345,4.68659793814433,97,120+,7.61,0.0,5.19,,2.89,,sc,29605,Greenville
1456,Jack in the Box,"14000 e 42nd st s, independence, mo, 64055, us",7.0669798657718195,6.61,3.44052452390542,4.0,149,1,5.49,10.85,3.49,3.11,3.61,,mo,64055,Jackson
1457,Hardees,"4011 s noland rd, independence, mo, 64055, us",9.57963768115942,9.29,5.550425027389082,4.0,140,120+,7.3,11.89,4.95,,3.21,,mo,64055,Jackson
1458,Jack in the Box,"14100 trinity boulevard, fort worth, tx, 76155, us",8.148805031446534,6.99,4.767552853117653,4.3,159,500+,11.6,,4.49,5.61,,,tx,76155,Tarrant
1459,Wendy,"14160 trinity blvd, ft.worth, tx, 76155, us",5.7394230769230745,4.99,2.939614321550951,,87,1,6.7,0.0,2.92,2.67,0.0,4.5,tx,76155,Tarrant
1460,Jack in the Box,"1490 poinsett hwy, greenville, sc, 29609, us",6.066486486486495,6.24,2.478864768014921,4.2,111,290+,5.86,,3.74,3.49,4.11,,sc,29609,Greenville
1461,Five Guys,"3281 n. pleasantburg road, greenville, sc, 29609, us",7.599655172413793,7.07,3.1370648292891405,4.7,29,900+,12.59,,9.71,8.63,7.07,,sc,29609,Greenville
1462,Jack in the Box,"14910 fm 1825, pflugerville, tx, 78660, us",8.462594936708857,7.86,4.0278748959837225,4.3,158,1,6.11,12.35,4.11,3.74,5.36,,tx,78660,Travis
1463,Jack in the Box,"1700 fm 685, pflugerville, tx, 78660, us",8.50367088607595,7.86,4.018793722037947,4.2,158,1,6.24,12.35,4.11,3.74,5.36,,tx,78660,Travis
1464,Wendy,"1425 wells branch pkwy, pflugerville, tx, 78660, us",5.854150943396224,4.87,2.8612969970833118,,88,1,6.94,0.0,3.16,2.79,0.0,4.4,tx,78660,Travis
1465,Burger King,"1420 w wells branch pkwy, pflugerville, tx, 78660, us",7.1642553191489355,6.115,5.517406207083276,4.4,94,1,6.87,10.74,2.05,4.29,3.15,,tx,78660,Travis
1466,Five Guys,"2424 fm 685 ste 200, pflugerville, tx, 78660, us",8.55551724137931,8.87,3.2654804644180366,4.6,29,1,13.55,,10.55,9.23,7.55,,tx,78660,Travis
1467,Jack in the Box,"1502 airline road ste 302, corpus christi, tx, 78412, us",7.813888888888888,6.49,4.504934640048746,4.1,162,450+,9.98,,4.36,5.36,,,tx,78412,Nueces
1468,Jack in the Box,"1550 interstate 10 e, beaumont, tx, 77703, us",7.423206106870238,6.25,3.7269874593839805,4.4,131,300+,4.99,10.23,3.24,2.86,4.36,,tx,77703,Jefferson
1469,Jack in the Box,"1602 w university dr, edinburg, tx, 78539, us",7.8618902439024385,6.49,4.590638880310343,4.6,164,430+,10.23,,4.36,5.36,,,tx,78539,Hidalgo
1470,Wendy,"4011 s. mccoll road, edinburg, tx, 78539, us",5.097358490566039,4.5,2.8155653280944364,,88,470+,7.06,0.0,2.31,1.94,0.0,4.6,tx,78539,Hidalgo
1471,Jack in the Box,"1619 bandera rd., san antonio, tx, 78228, us",7.448741258741266,7.24,3.3986842100475307,4.1,143,1,5.61,11.73,3.74,3.36,4.11,,tx,78228,Bexar
1472,Jack in the Box,"2100 culebra road, san antonio, tx, 78228, us",7.705555555555561,7.24,3.797472071760696,4.0,144,700+,5.61,11.73,3.74,3.36,4.11,,tx,78228,Bexar
1473,Jack in the Box,"1724 s valley mills dr., waco, tx, 76711, us",7.205666666666669,6.24,3.573534089509836,4.2,150,700+,6.24,11.85,3.11,2.74,4.11,,tx,76711,McLennan
1474,Wendy,"2724 west loop 340, waco, tx, 76711, us",5.7394230769230745,4.99,2.939614321550951,,87,160+,6.7,0.0,2.92,2.67,0.0,4.1,tx,76711,McLennan
1475,Burger King,"2401 s new rd, waco, tx, 76711, us",7.789876543209881,6.39,6.1182678283421295,4.1,81,330+,7.03,12.53,3.06,3.83,3.7,,tx,76711,McLennan
1476,Sonic,"5517 bagby avenue, waco, tx, 76711, us",4.430689655172414,3.89,2.1079421752104386,4.0,73,36,9.14,0.0,4.26,,0.0,,tx,76711,McLennan
1477,Jack in the Box,"17820 w 119th st, olathe, ks, 66061, us",7.074473684210532,6.550000000000001,3.419082823590361,4.1,152,260+,5.49,10.85,3.49,3.11,3.61,,ks,66061,Johnson
1478,Jack in the Box,"1818 n foster rd., san antonio, tx, 78244, us",7.6389189189189235,7.24,3.714678723719304,4.2,148,800+,5.61,11.73,3.74,3.36,4.11,,tx,78244,Bexar
1479,Jack in the Box,"7720 fm 78, san antonio, tx, 78244, us",7.361949152542381,6.365,3.817093858269437,4.0,118,1,5.61,11.73,3.74,3.36,4.11,,tx,78244,Bexar
1480,Jack in the Box,"206 n. main st, euless, tx, 76039, us",8.217857142857136,6.735,4.83620879801869,4.2,154,1,10.99,,3.74,5.36,,,tx,76039,Tarrant
1481,Jack in the Box,"21034 hwy 281 n., san antonio, tx, 78258, us",7.567986577181213,7.11,3.7001777537323544,4.5,149,800+,5.61,11.73,3.74,3.36,4.11,,tx,78258,Bexar
1482,Five Guys,"20811 u.s. hwy 281 n, san antonio, tx, 78258, us",8.55551724137931,8.87,3.2654804644180366,4.7,29,1,13.55,,10.55,9.23,7.55,,tx,78258,Bexar
1483,Jack in the Box,"211 s 18th street, kansas city, ks, 66102, us",6.951283783783793,6.365,3.400350991502599,4.0,148,1,5.36,10.6,3.49,3.11,3.36,,ks,66102,Wyandotte
1484,Jack in the Box,"2181 s sherwood forest blvd, baton rouge, la, 70816, us",8.136374999999997,6.99,4.692174667398368,4.1,160,500+,11.23,,4.11,5.86,,,la,70816,East Baton Rouge
1485,Wendy,"4545 sherwood forest blvd., baton rouge, la, 70816, us",5.726153846153846,4.87,2.886334615874067,,86,380+,6.94,0.0,3.04,2.67,0.0,4.3,la,70816,East Baton Rouge
1486,Sonic,"1801 s sherwood forest, baton rouge, la, 70816, us",4.8908108108108115,3.89,2.9737121931099333,4.6,65,27,7.92,,4.26,,0.0,,la,70816,East Baton Rouge
1487,Jack in the Box,"2204 west northwest highway, dallas, tx, 75220, us",8.273999999999997,6.86,4.723876347873638,4.5,160,350+,10.99,,4.36,5.49,,,tx,75220,Dallas
1488,Jack in the Box,"2720 w northwest hwy, dallas, tx, 75220, us",8.233815789473681,6.86,4.8351753811073355,4.4,152,500+,10.99,,3.74,5.36,,,tx,75220,Dallas
1489,Wendy,"2241 w northwest hwy, dallas, tx, 75220, us",5.7394230769230745,4.99,2.939614321550951,,87,500+,6.7,0.0,2.92,2.67,0.0,4.4,tx,75220,Dallas
1490,Jack in the Box,"2221 w kenosha st, broken arrow, ok, 74012, us",6.987662337662346,6.24,3.3448983818175164,4.1,154,500+,4.99,9.98,3.36,2.99,3.99,,ok,74012,Tulsa
1491,Jack in the Box,"2235 ne loop 410, san antonio, tx, 78217, us",7.563381294964035,7.11,3.6244071812870637,3.9000000000000004,139,1,5.61,11.73,3.74,3.36,4.11,,tx,78217,Bexar
1492,Sonic,"13131 nacogdoches, san antonio, tx, 78217, us",5.067222222222222,4.26,2.977678636409308,4.3,87,290+,0.0,,8.28,,4.26,,tx,78217,Bexar
1493,Jack in the Box,"2424 east international boulevard, oakland, ca, 94601, us",9.081283783783787,7.645,4.921875916872385,4.3,148,3,12.6,,4.99,6.49,,,ca,94601,Alameda
1494,Wendy,"3111 e. 14th street, oakland, ca, 94601, us",6.2192,5.36,2.868565383602054,,83,1,8.28,0.0,3.04,2.18,0.0,4.5,ca,94601,Alameda
1495,Jack in the Box,"2609 woodruff rd, simpsonville, sc, 29681, us",7.080000000000009,6.24,3.460279438586349,4.0,145,240+,5.86,11.23,3.74,3.49,4.11,,sc,29681,Greenville
1496,Jack in the Box,"3110 w dallas st, houston, tx, 77019, us",7.337922077922082,6.61,3.502192388546877,4.4,154,2,5.36,10.49,3.36,2.86,4.11,,tx,77019,Harris
1497,Jack in the Box,"3134 fm 528 rd, webster, tx, 77598, us",7.7363122923588135,6.88,3.6785892169044896,4.4,301,800+,5.19,10.63,3.5,3.11,4.54,,tx,77598,Harris
1498,Jack in the Box,"418 el dorado boulevard, webster, tx, 77598, us",7.919726027397263,7.14,3.7092614457441817,4.3,146,700+,5.84,11.41,3.76,3.37,4.28,,tx,77598,Harris
1499,Shake Shack,"19677 gulf freeway, webster, tx, 77598, us",7.330070921985825,7.19,2.7039878604720076,4.440277777777777,288,180+,8.19,,7.89,7.59,4.79,,tx,77598,Harris
1500,Burger King,"535 eldorado boulevard, webster, tx, 77598, us",7.425750000000001,6.140000000000001,5.975204342740087,4.5,80,800+,6.89,11.69,2.39,3.39,3.19,,tx,77598,Harris
1501,Sonic,"310 bay area blvd, webster, tx, 77598, us",5.043148148148145,4.26,3.0607196709234983,4.4,261,250+,0.0,,8.77,,4.26,,tx,77598,Harris
1502,Five Guys,"1333 w. bay area blvd., webster, tx, 77598, us",8.513928571428567,8.925,3.211718875891086,4.8,140,600+,13.45,,10.51,9.17,7.33,,tx,77598,Harris
1503,Jack in the Box,"3220 w state st, boise, id, 83703, us",7.673529411764709,6.86,3.7586328467390815,4.2,153,500+,6.86,12.49,4.36,3.74,4.11,,id,83703,Ada
1504,Wendy,"3680 west state street, boise, id, 83703, us",6.041509433962265,5.11,3.638519497914428,,88,500+,7.06,0.0,2.79,2.43,0.0,4.2,id,83703,Ada
1505,Jack in the Box,"3232 bardstown road, louisville, ky, 40205, us",7.011949152542381,6.485,3.3565173785739244,3.8,118,280+,4.99,9.98,3.49,3.11,4.11,,ky,40205,Jefferson
1506,Jack in the Box,"3407 mt diablo blvd, lafayette, ca, 94549, us",9.997169811320743,8.74,4.979080151980217,4.6,159,400+,14.85,,5.99,7.74,,,ca,94549,Contra Costa
1507,Jack in the Box,"3415 navigation blvd, houston, tx, 77003, us",7.634025974025972,6.88,3.6425523589424267,4.2,154,1,5.58,10.91,3.5,2.98,4.28,,tx,77003,Harris
1508,Jack in the Box,"3706 s zarzamora st., san antonio, tx, 78225, us",7.7051298701298725,7.24,3.716862284625837,4.2,154,1,5.61,11.73,3.74,3.36,4.11,,tx,78225,Bexar
1509,Jack in the Box,"4425 telegraph ave, oakland, ca, 94609, us",9.128636363636364,7.83,4.942644287836247,4.3,154,2,12.6,,4.99,6.49,,,ca,94609,Alameda
1510,Jack in the Box,"4457 nasa parkway 1, seabrook, tx, 77586, us",7.427467532467537,6.61,3.5725974692816007,4.3,154,440+,5.61,10.98,3.61,3.24,4.11,,tx,77586,Harris
1511,Jack in the Box,"4505 randolph rd, charlotte, nc, 28211, us",7.225548387096776,6.61,3.5266149614564335,3.9,155,900+,5.86,11.23,3.74,3.49,4.11,,nc,28211,Mecklenburg
1512,Jack in the Box,"4816 harrison blvd, ogden, ut, 84403, us",7.213695652173922,6.24,3.516815521834885,4.0,138,200+,4.61,10.73,3.11,2.99,4.49,,ut,84403,Weber
1513,Wendy,"5710 harrison blvd, ogden, ut, 84403, us",5.805882352941178,4.87,2.962654596922998,,85,220+,6.7,0.0,2.79,2.31,0.0,4.7,ut,84403,Weber
1514,Burger King,"4160 harrison boulevard, ogden, ut, 84403, us",4.854385964912285,3.74,2.2394932208244813,4.7,95,89,7.74,0.0,2.49,4.49,3.99,,ut,84403,Weber
1515,Jack in the Box,"4840 s yale ave, tulsa, ok, 74135, us",6.979480519480529,6.24,3.3352557471610997,4.2,154,800+,4.99,9.98,3.36,2.99,3.99,,ok,74135,Tulsa
1516,Sonic,"4534 e 51st street south, tulsa, ok, 74135, us",4.741714285714283,4.38,3.040591564354622,4.4,258,210+,0.0,,7.67,,3.89,,ok,74135,Tulsa
1517,Carls Jr,"4994 e 41st, tulsa, ok, 74135, us",8.629499999999855,8.735,4.510151577275419,4.3909090909090915,891,220+,7.49,11.99,5.11,,3.11,,ok,74135,Tulsa
1518,Jack in the Box,"5301 n may ave, oklahoma city, ok, 73112, us",6.895562913907292,6.24,3.355108714252408,4.2,151,2,5.99,11.1,3.24,2.86,4.49,,ok,73112,Oklahoma
1519,Wendy,"3701 n. may ave, oklahoma city, ok, 73112, us",5.766041666666669,4.87,3.3869472117130135,,83,1,6.94,0.0,3.28,2.79,0.0,4.4,ok,73112,Oklahoma
1520,Carls Jr,"4001 n portland ave, oklahoma city, ok, 73112, us",8.015964912280712,8.11,4.404862886787787,4.3,58,290+,7.49,11.99,5.11,,3.11,,ok,73112,Oklahoma
1521,Jack in the Box,"5301 w stan schlueter loop, killeen, tx, 76549, us",7.115230769230779,6.24,3.698766367189641,4.5,130,2,6.24,11.85,3.11,2.74,4.11,,tx,76549,Bell
1522,Jack in the Box,"540 s macarthur blvd, oklahoma city, ok, 73128, us",6.996577181208044,6.24,3.349342472145976,4.1,298,1,5.99,11.1,3.24,2.86,4.49,,ok,73128,Oklahoma
1523,Five Guys,"6304 sw 3rd st, oklahoma city, ok, 73128, us",8.456206896551723,8.63,3.245678733324116,4.7,29,1,13.55,,10.55,9.23,7.43,,ok,73128,Oklahoma
1524,Jack in the Box,"5456 south 5600 west, kearns, ut, 84118, us",7.42034246575343,6.61,3.5733487257184864,3.8,146,180+,4.61,10.73,3.11,2.99,4.49,,ut,84118,Salt Lake
1525,Jack in the Box,"5615 charlotte pike, nashville, tn, 37209, us",7.2216774193548146,6.74,3.4283147029398187,4.0,310,2,5.99,10.85,3.74,3.49,4.11,,tn,37209,Davidson
1526,Jack in the Box,"5920 cutting blvd, el-cerrito, ca, 94530, us",9.820125786163501,8.49,5.267114420989966,4.4,159,1,13.98,,4.74,7.11,,,ca,94530,Contra Costa
1527,Burger King,"6021 central avenue, el cerrito, ca, 94530, us",9.802210526315802,8.09,6.226509908439011,4.8,95,600+,10.09,17.79,4.29,5.69,5.49,,ca,94530,Contra Costa
1528,Jack in the Box,"615 12th avenue ne, norman, ok, 73070, us",6.894870129870137,6.24,3.3294813053018517,4.4,154,1,5.99,11.1,3.24,2.86,4.49,,ok,73070,Cleveland
1529,Jack in the Box,"6419 airport blvd, austin, tx, 78752, us",8.58611842105263,7.86,4.055050789697842,4.2,152,280+,6.11,12.35,4.11,3.74,5.36,,tx,78752,Travis
1530,Wendy,"5752 airport blvd, austin, tx, 78752, us",5.854150943396224,4.87,2.8612969970833118,,88,390+,6.94,0.0,3.16,2.79,0.0,4.4,tx,78752,Travis
1531,Burger King,"7105 n interstate 35 apt 35, austin, tx, 78752, us",7.182324324324334,6.04,5.541285586293829,4.424594594594595,370,1,6.74,10.46,2.05,4.29,2.88,,tx,78752,Travis
1532,Jack in the Box,"692 s sam houston blvd, san benito, tx, 78586, us",7.072857142857146,6.24,3.4529363556958668,4.3,161,110+,5.36,10.23,3.36,2.99,4.36,,tx,78586,Cameron
1533,Jack in the Box,"7000 wt harris blvd, charlotte, nc, 28269, us",7.189594594594601,6.37,3.492330182831617,4.1,148,700+,5.86,11.23,3.74,3.49,4.11,,nc,28269,Mecklenburg
1534,Wendy,"3700 w. t. harris blvd., charlotte, nc, 28269, us",5.10326923076923,4.38,2.690100599458522,,87,600+,6.7,0.0,2.43,2.06,0.0,3.8,nc,28269,Mecklenburg
1535,Jack in the Box,"7085 se 29th st, midwest city, ok, 73110, us",6.983356643356635,6.24,3.407284246396619,4.2,286,1,5.99,11.1,3.24,2.86,4.49,,ok,73110,Oklahoma
1536,Wendy,"5715 se 15th street, midwest city, ok, 73110, us",5.756078431372551,4.87,2.9005273884422156,,85,190+,6.45,0.0,3.28,2.79,0.0,4.1,ok,73110,Oklahoma
1537,Jack in the Box,"7100 s may ave, oklahoma city, ok, 73159, us",6.977253521126752,6.550000000000001,3.4206175096018323,4.1,284,1,5.99,11.1,3.24,2.86,4.49,,ok,73159,Oklahoma
1538,Jack in the Box,"7380 highway 105, beaumont, tx, 77713, us",8.151812080536914,6.61,4.668958617155767,4.0,149,420+,10.23,,4.36,4.99,,,tx,77713,Jefferson
1539,Jack in the Box,"7447 spencer highway, pasadena, tx, 77505, us",8.193092105263153,6.86,4.544815616888833,4.4,152,700+,10.49,,4.11,5.36,,,tx,77505,Harris
1540,Wendy,"7444 spencer highway, pasadena, tx, 77505, us",5.698490566037735,4.87,2.865926302378642,,86,320+,6.94,0.0,3.04,2.67,0.0,4.2,tx,77505,Harris
1541,Burger King,"5475 fairmont parkway, pasadena, tx, 77505, us",8.336486486486487,7.49,6.086998868308616,4.6,74,260+,8.03,13.07,3.59,4.19,3.59,,tx,77505,Harris
1542,Jack in the Box,"76 highlands square dr, hendersonville, nc, 28792, us",7.357183098591557,6.735,3.5868459537666757,3.8999999999999995,142,48,5.86,11.23,3.74,3.49,4.11,,nc,28792,Henderson
1543,Hardees,"1807 four seasons blvd, hendersonville, nc, 28792, us",6.369821428571427,3.86,5.333438481837098,3.6000000000000005,84,51,7.61,0.0,5.19,,2.89,,nc,28792,Henderson
1544,Jack in the Box,"7725 airline highway, baton rouge, la, 70815, us",7.18398692810458,6.25,3.485009229996737,3.5,153,490+,5.86,11.23,3.74,3.49,4.11,,la,70815,East Baton Rouge
1545,Wendy,"8213 airline highway, baton rouge, la, 70815, us",5.630588235294118,4.87,2.8318499543201727,,85,370+,6.94,0.0,3.04,2.67,0.0,3.9,la,70815,East Baton Rouge
1546,Sonic,"8223 airline highway, baton rouge, la, 70815, us",4.969444444444445,3.95,2.9765452984257172,4.5,64,13,7.92,,4.26,,0.0,,la,70815,East Baton Rouge
1547,Jack in the Box,"7725 pineville matthews rd, charlotte, nc, 28226, us",7.216285714285724,6.550000000000001,3.5740288077136917,4.2,140,1,5.86,11.23,3.74,3.49,4.11,,nc,28226,Mecklenburg
1548,Jack in the Box,"7770 lyles ln, concord, nc, 28027, us",7.236898734177216,6.550000000000001,3.507523902477943,4.0,158,600+,5.86,11.23,3.74,3.49,4.11,,nc,28027,Cabarrus
1549,Jack in the Box,"943, concord, nc, 28027, us",8.271168831168827,7.02,4.876361075139164,4.1,154,500+,11.23,,4.11,5.86,,,nc,28027,Cabarrus
1550,Burger King,"8581, concord, nc, 28027, us",5.9622891566265075,6.1,2.9145548029709403,4.2,83,500+,6.6,9.3,2.45,3.79,3.79,,nc,28027,Cabarrus
1551,Sonic,"7761 gateway lane nw, concord, nc, 28027, us",4.944736842105263,4.195,2.91778280714917,4.2,88,500+,7.8,0.0,4.5,,0.0,,nc,28027,Cabarrus
1552,Jack in the Box,"804 w mcdermott dr, allen, tx, 75013, us",7.971418918918919,6.61,4.486057230258616,4.3,148,1,8.98,,4.36,5.36,,,tx,75013,Collin
1553,Jack in the Box,"808 north 7 highway, blue springs, mo, 64014, us",7.959749999999995,6.735,4.652369147810605,4.4,160,96,10.6,,3.36,5.36,,,mo,64014,Jackson
1554,Jack in the Box,"8112 east 11th street, tulsa, ok, 74112, us",7.093918918918929,6.24,3.3471742085847667,4.0,148,500+,4.99,9.98,3.36,2.99,3.99,,ok,74112,Tulsa
1555,Burger King,"15 south memorial, tulsa, ok, 74112, us",6.824342105263158,4.79,5.950373348641842,4.1,76,290+,6.29,10.99,2.39,3.29,3.29,,ok,74112,Tulsa
